Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2004-04-01,76.22288513183594,76.28318010576271,75.73385031830186,75.74724636192838,45103800
2004-04-02,76.79904174804688,76.93302268017624,76.30330616591434,76.91292605146133,50987700
2004-04-05,77.22107696533203,77.2947680024238,76.66505156415464,76.67844761133298,30251800
2004-04-06,76.97322845458984,77.16080382203639,76.7856530871433,76.92633461272821,28420900
2004-04-07,76.79234313964844,77.02681744346198,76.44398964054173,77.00671570318605,45890500
2004-04-08,76.61814880371094,77.314860729813,76.19609925663391,77.314860729813,46929700
2004-04-12,76.91960906982422,77.09378833066137,76.75213038737719,76.75883096576733,23085200
2004-04-13,75.84102630615234,77.24115038657536,75.7137409049205,77.21435319099798,56210300
2004-04-14,75.96161651611328,76.12909516706354,75.39889070222098,75.43908394291535,62322300
2004-04-15,75.673583984375,76.22291397973946,75.27163607989648,76.00184084341056,61602500
2004-04-16,76.25638580322266,76.40376784392592,75.68695937317717,75.95492114422693,47059200
2004-04-19,76.25638580322266,76.36356948943393,75.8812301238753,76.06881051907055,28277600
2004-04-20,74.97684478759766,76.58464093520115,74.88305714749974,76.42386285375372,53299400
2004-04-21,75.47930145263672,75.66687678424566,74.94337266390322,75.1644406698455,50177300
2004-04-22,76.53779602050781,76.81915912058416,75.32525139085998,75.352048606731,62071500
2004-04-23,76.61144256591797,76.75212403420328,76.22959140598834,76.65163581084424,29395700
2004-04-26,76.5042495727539,76.99999008454999,76.10230181238545,76.70522600845968,35515200
2004-04-27,76.57122802734375,77.12055770309455,76.34345444366848,76.52433421762265,43485500
2004-04-28,75.57977294921875,76.37697304294137,75.36540045902149,76.29658144247615,50165800
2004-04-29,74.91654205322266,75.91471325766328,74.46770055114342,75.51276556757678,69687600
2004-04-30,74.33372497558594,75.28500250106482,74.29353173426912,75.14432104541311,48681400
2004-05-03,75.13092803955078,75.22471568044377,74.5949942821253,74.60839543713465,33758000
2004-05-04,75.07064819335938,75.87454899151068,74.8026863716864,75.19793363638492,51185100
2004-05-05,75.5530014038086,75.67358628993051,75.13765743797924,75.30513616253496,34405000
2004-05-06,74.9031982421875,75.42573115042516,74.36056870071702,75.04387978586333,54997000
2004-05-07,73.66381072998047,75.18451977395155,73.66381072998047,74.50790457915693,60950000
2004-05-10,72.90679168701172,73.52311176168976,72.59193107400135,73.31543991525388,75279400
2004-05-11,73.52316284179688,73.72413936323129,73.24179980062492,73.32888690068903,48300600
2004-05-12,73.99207305908203,74.05236803696322,72.39097741094999,73.40254999103517,90830500
2004-05-13,73.68392944335938,74.23325938999542,73.44275969985628,73.52985189731513,57393700
2004-05-14,73.71742248535156,74.18636078363127,73.20158524619974,73.65712749783324,54123100
2004-05-17,73.08770751953125,73.3556744758987,72.6254697586181,72.94702601742337,55020400
2004-05-18,73.45616149902344,73.65043741137546,73.24178895971163,73.34897267384528,30193100
2004-05-19,73.20155334472656,74.481092461189,73.12116687779364,74.0255504080822,54804100
2004-05-20,73.43606567382812,73.60354438171413,73.04751384488192,73.32217626807179,38082900
2004-05-21,73.56332397460938,74.0590644813658,73.33555545343185,73.67051276884094,47480400
2004-05-24,73.87147521972656,74.19973702935522,73.47622808831245,74.04565443391296,40961500
2004-05-25,74.92996978759766,75.01706198316559,73.42266147895157,73.62363796452212,48668000
2004-05-26,75.19121551513672,75.22471329055276,74.70218070473749,74.80266891994265,35977000
2004-05-27,75.61326599121094,75.72044967407456,75.07063166638389,75.39219293706077,45306900
2004-05-28,75.6065673828125,75.6199634268782,75.27161005969569,75.51948031877767,23367200
2004-06-01,75.50608825683594,75.60657648808137,74.94336233953153,75.33860957510814,41044700
2004-06-02,75.78744506835938,76.02191929259506,75.33860346438496,75.7204546233106,39774200
2004-06-03,75.0907211303711,75.82763124063466,75.07732508793107,75.57306043489179,38688300
2004-06-04,75.68694305419922,76.08889073515248,75.50606327559292,75.68694305419922,32739500
2004-06-07,76.83918762207031,76.91287862261288,75.98169791871142,75.98839849449942,31643800
2004-06-08,76.9464111328125,76.98660438360466,76.48416830452624,76.61815432557361,32846500
2004-06-09,76.22960662841797,76.83922644605704,76.18271279629188,76.71194610802588,36737600
2004-06-10,76.60475158691406,76.60475158691406,76.32338861508774,76.39707964738187,21711000
2004-06-14,75.84773254394531,76.26977690594387,75.61326345394613,76.24968028552148,34633000
2004-06-15,76.3836441040039,76.6717075248263,76.04199141103724,76.30325764026666,37445000
2004-06-16,76.37027740478516,76.50425830318311,76.16930094614457,76.37027740478516,26633400
2004-06-17,76.25638580322266,76.41716388806114,75.92142847836729,76.26978184735788,28402400
2004-06-18,76.40028381347656,76.79697897884854,76.09772379066649,76.15823374334812,31799800
2004-06-21,76.11116790771484,76.74318809835358,76.06410290179713,76.48096804685473,25284000
2004-06-22,76.4944076538086,76.56836767647432,75.75481255685195,76.06409759268107,37334000
2004-06-23,77.15332794189453,77.21383789371018,76.25908770281234,76.38683777402433,35580000
2004-06-24,76.91126251220703,77.27433753967935,76.82385755603217,77.02556248482799,35272100
2004-06-25,76.54145812988281,77.28105821617369,76.43388319986752,76.92470824534242,32837900
2004-06-28,76.27925872802734,77.05919898230403,76.25236883554281,76.9986838999614,40824500
2004-06-29,76.59523010253906,76.76332005894194,76.25905018973329,76.33301018092642,28418100
2004-06-30,77.0053939819336,77.18020902733628,76.41371899787065,76.69610898142113,52230600
2004-07-01,75.93634796142578,76.9179930482443,75.69429792580475,76.8171380117855,57734700
2004-07-02,75.89598846435547,76.1716585030421,75.70772850120326,76.08425355720694,34615100
2004-07-06,75.23038482666016,75.60690490946297,75.05556973262968,75.55311999027785,38698200
2004-07-07,75.45226287841797,75.6875879237679,75.13625276193325,75.17659273265002,29839800
2004-07-08,74.92782592773438,75.51950108545572,74.76645577860008,75.17659593067218,45291100
2004-07-09,75.12281799316406,75.26401303950423,74.88748778622848,75.11609295389968,27412900
2004-07-12,75.15641021728516,75.33122527741492,74.63197016659628,74.9815951571554,35691300
2004-07-13,75.21018981933594,75.31776475161884,75.03537478346406,75.25052977772957,26752000
2004-07-14,74.9815902709961,75.5665453592539,74.71265035564544,74.80678035195818,54089400
2004-07-15,74.49750518798828,75.24382534999863,74.43026507056693,75.1295202282028,38403500
2004-07-16,74.43699645996094,75.08246163061759,74.25546146465486,75.01522663715983,40871200
2004-07-19,74.1209716796875,74.60507174430312,73.95288166445708,74.46387674707358,39592800
2004-07-20,75.0622787475586,75.23709380427115,74.1276986488919,74.31595865010529,46679800
2004-07-21,73.67720794677734,75.34465782697285,73.58979786624239,75.18329286785382,56241100
2004-07-22,73.87895202636719,74.22185723475573,73.13263164148157,73.52932690799034,72477100
2004-07-23,73.2603530883789,73.76462314416045,73.07881812536567,73.7041131997228,49610500
2004-07-26,73.11917114257812,73.57637627996803,72.75609602203014,73.41501126962488,49679100
2004-07-27,73.80496978759766,74.0335749010217,73.26708475723069,73.3208747991776,51295100
2004-07-28,74.02684020996094,74.20838029543306,73.01157510183556,73.65704526162526,65862300
2004-07-29,74.34288787841797,74.5445980466514,73.95964266253657,74.32271788753516,52200500
2004-07-30,74.52436828613281,74.56471336802082,74.02682340023806,74.17474339786325,41581700
2004-08-02,74.67900848388672,74.87399345634108,73.99320369258048,74.08733366139313,38263100
2004-08-03,74.10079956054688,74.67230456990035,74.0671846362908,74.58489961119453,40948800
2004-08-04,74.0940933227539,74.4638934912955,73.71757324547616,73.88566329850391,40763200
2004-08-05,72.88385772705078,74.21512825172576,72.7964476048243,74.15461828683236,50772000
2004-08-06,71.84166717529297,72.58798720853623,71.68702724318663,72.3661071706099,74729000
2004-08-09,71.94254302978516,72.26527819016493,71.85513804849754,71.9559879770212,37476300
2004-08-10,72.8703842163086,72.89055932782092,72.11734420359288,72.15095913004605,55870600
2004-08-11,72.72247314453125,72.83677313396511,72.00976792812466,72.39973802940554,52933200
2004-08-12,71.9290771484375,72.58126205845231,71.69374703783541,72.39972711024198,50015900
2004-08-13,72.07026672363281,72.17784165123659,71.66684663844515,72.00975165897488,41634700
2004-08-16,72.81658935546875,73.04518929102659,72.00975428536543,72.03664930067217,45731900
2004-08-17,73.22674560546875,73.47551557526519,72.9712454682281,73.11916552037778,40701600
2004-08-18,73.9797592163086,74.07388919223811,72.94432435138478,72.9644943276984,43165400
2004-08-19,73.76461791992188,73.97304788671251,73.40826792649277,73.83185289665758,39881600
2004-08-20,74.28234100341797,74.3831909077313,73.63015093045777,73.69738590990004,44870900
2004-08-23,74.0940933227539,74.47733843846913,73.99324339469831,74.32942350075382,33745100
2004-08-24,74.19495391845703,74.45045410113872,73.85877378730888,74.38993901008716,30453100
2004-08-25,74.69921875,74.8135187552525,73.8923885450747,74.18150364228485,38551400
2004-08-26,74.69921875,74.84041377937686,74.53112869649878,74.60508873041543,26629500
2004-08-27,74.93453979492188,75.05556483216398,74.6655998274515,74.76644975040236,24902900
2004-08-30,74.31596374511719,74.86057380449377,74.26217370402549,74.77989387255688,26726500
2004-08-31,74.70592498779297,74.73954504191285,74.02683990623179,74.40336501951425,44125300
2004-09-01,74.84711456298828,75.06226955655897,74.28233462850258,74.59833951773167,52778300
2004-09-02,75.69428253173828,75.77496244073713,74.79331755355729,74.79331755355729,42736600
2004-09-03,75.3850326538086,75.85568277428776,75.31107261634735,75.52622768995234,30480500
2004-09-07,75.8825454711914,76.06408040326437,75.51947047734606,75.66739048924966,37338800
2004-09-08,75.69428253173828,76.01701242713207,75.51274247709247,75.72117754463763,32963100
2004-09-09,75.62708282470703,75.8960228196927,75.32451763579579,75.68759278466834,34314800
2004-09-10,76.01705169677734,76.15824674016447,75.35814149430409,75.65397652962395,27900600
2004-09-13,76.26577758789062,76.47420749878626,75.98338768350972,76.18509255962528,44398100
2004-09-14,76.42047119140625,76.44064117887035,76.10446104193058,76.17842108243347,28048900
2004-09-15,75.84220123291016,76.21872114762432,75.76151619560035,76.17838119381898,38295000
2004-09-16,76.07081604003906,76.22546110940688,75.84221608411286,75.87583100896666,23911700
2004-09-17,76.39421081542969,76.53599352964893,76.08363841984672,76.25917597970734,33683000
2004-09-20,75.93515014648438,76.28623063673378,75.80686826011656,76.0701799155675,37149400
2004-09-21,76.26592254638672,76.6102549094842,75.98235714197791,76.12413984418231,40920800
2004-09-22,75.3139877319336,75.9688876282785,75.25997377623887,75.95538671488197,49042100
2004-09-23,74.90890502929688,75.41527438772219,74.90890502929688,75.34775950347658,44068700
2004-09-24,75.2531967163086,75.43549247080925,75.03039308349787,75.05740005272214,34981100
2004-09-27,74.77384948730469,75.07766893721536,74.6590737085432,75.01015407624118,39355100
